customer_id,age,country,marketing_opt_in,n_sessions,n_purchases,ticket_promedio,n_products_viewed,n_products_carted,rating_promedio_usr,country_encoded
1,1.461600685506493,JP,True,-0.405160577712786,0.24827396893930334,-0.42020840625717054,0.12663846947890203,0.22268328051540065,1.0996245178513913,9
2,-1.2221559210679236,IN,False,-1.215481733138358,0.24827396893930334,-0.6116384592644047,-0.7896131595985616,-1.28405445062912,-0.5776364205016018,8
3,-1.5203510995761922,BR,True,-0.405160577712786,-0.5251651866348505,-0.3464872102516109,0.2932296747657136,-0.7818085402476131,-0.5776364205016018,2
4,0.9844883998932633,FR,True,1.215481733138358,0.24827396893930334,0.2515325969026295,0.20993407212230783,-0.27956262986610625,-0.5776364205016018,6
5,-1.6396291709794997,BR,True,1.215481733138358,1.0217131245134572,-0.15281080501152028,0.6264120853393368,0.4738062357061541,1.2393962627141408,2
6,-1.1028778496646163,US,False,0.405160577712786,1.7951522800876107,-0.10036869106629104,0.5431164826959309,0.22268328051540065,1.658711497302389,15
7,0.08990286436845779,IN,False,0.405160577712786,0.24827396893930334,-0.49609426895984626,-0.12324833845131533,0.4738062357061541,-0.5776364205016018,8
8,-0.8046826711563477,GB,True,-0.405160577712786,-0.5251651866348505,0.8026649065419765,-0.20654394109472113,-1.28405445062912,-0.5776364205016018,7
9,-0.8643217068580015,US,True,-0.810321155425572,-0.5251651866348505,0.1092363936431449,-0.8729087622419675,-1.0329314954383666,-0.5776364205016018,15
10,-0.44684845694642555,JP,True,0.0,1.0217131245134572,0.1945160929559475,0.7930032906261484,0.976052146087661,1.472349170818723,9
11,1.2826835784015318,MX,True,-0.810321155425572,-1.2986043422090043,-0.8914931047104405,-1.039499967528779,-1.786300361010627,-0.5776364205016018,10
12,1.4019616498048393,US,False,-1.215481733138358,0.24827396893930334,1.086317929399933,-1.2060911728155905,-1.0329314954383666,-0.5776364205016018,15
13,-0.3275703855431181,AU,True,-2.02580288856393,-1.2986043422090043,-0.8914931047104405,-1.7058647886760252,-1.5351774058198735,-0.5776364205016018,1
14,-1.1028778496646163,SG,True,-0.810321155425572,1.0217131245134572,0.14561368555946155,-0.7896131595985616,-0.5306855850568597,-0.5776364205016018,14
15,0.3284590071750726,AU,True,0.0,0.24827396893930334,-0.7278769766227553,-0.20654394109472113,-1.0329314954383666,0.5405375384003936,1
16,0.2688199714734189,JP,False,0.405160577712786,-0.5251651866348505,1.4398120853157879,0.6264120853393368,0.4738062357061541,-0.5776364205016018,9
17,-0.9239607425596552,US,True,0.0,1.0217131245134572,1.2645966111529898,0.2932296747657136,0.7249291908969075,-0.5776364205016018,15
18,-0.08901424273650331,IN,False,1.620642310851144,1.7951522800876107,0.7537352706335774,1.7925505223470177,1.2271751012784144,1.658711497302389,8
19,0.6266541856833411,AU,False,-0.405160577712786,1.0217131245134572,-0.16906622662382645,-0.45643074902493846,-0.27956262986610625,2.2177984767533867,1
20,-0.8046826711563477,AE,True,2.430963466276716,1.7951522800876107,0.12902471467621604,1.709254919703612,1.7294210116599213,2.2177984767533867,0
21,1.5808787569098004,US,True,-0.810321155425572,-1.2986043422090043,-0.8914931047104405,-1.2893867754589963,-1.5351774058198735,-0.5776364205016018,15
22,0.7459322570866486,AU,False,1.215481733138358,-0.5251651866348505,0.495772348765924,1.1261857011997716,-0.5306855850568597,1.938254987027888,1
23,-1.4607120638745386,US,False,-0.810321155425572,-0.5251651866348505,-0.42433352581205225,-0.62302195431175,-0.5306855850568597,1.938254987027888,15
24,-1.4607120638745386,GB,False,0.405160577712786,-1.2986043422090043,-0.8914931047104405,0.7930032906261484,-0.5306855850568597,-0.5776364205016018,7
25,-0.3275703855431181,US,True,-0.405160577712786,0.24827396893930334,0.4111869765069133,-0.45643074902493846,0.22268328051540065,1.658711497302389,15
26,0.1495419000701115,US,False,0.405160577712786,-0.5251651866348505,-0.8430535820164827,-0.37313514638153267,-1.0329314954383666,-0.5776364205016018,15
27,-0.6854045997530404,IN,False,1.215481733138358,0.24827396893930334,-0.5846413897022581,1.1261857011997716,0.22268328051540065,-0.5776364205016018,8
28,-1.341433992471231,US,True,0.0,-0.5251651866348505,-0.5303613512028736,0.2932296747657136,0.4738062357061541,-0.5776364205016018,15
29,0.9248493641916097,FR,True,-0.405160577712786,-0.5251651866348505,-0.7542614046668503,-0.5397263516683443,-0.7818085402476131,-0.5776364205016018,6
30,0.03026382866680409,MX,True,1.620642310851144,0.24827396893930334,0.618218966840532,1.3760725091299888,1.7294210116599213,-0.5776364205016018,10
31,1.461600685506493,US,False,0.0,0.24827396893930334,0.3194132771027625,-0.03995273580790954,-0.7818085402476131,1.938254987027888,15
32,1.3423226141031857,MX,True,0.810321155425572,-0.5251651866348505,-0.27844315897999744,0.6264120853393368,0.22268328051540065,-0.5776364205016018,10
33,-1.6992682066811533,GB,False,0.810321155425572,-1.2986043422090043,-0.8914931047104405,1.5426637144168005,1.478298056469168,-0.5776364205016018,7
34,-1.1028778496646163,MX,False,2.430963466276716,3.3420305912359183,-0.25913814403338914,1.9591417276338294,0.976052146087661,1.658711497302389,10
35,0.8055712927883022,PL,True,0.810321155425572,1.0217131245134572,-0.200324558300422,1.5426637144168005,1.478298056469168,-0.5776364205016018,12
36,-1.341433992471231,US,False,0.0,1.0217131245134572,-0.3910602842538642,-0.20654394109472113,-0.02843967467535279,-0.5776364205016018,15
37,0.7459322570866486,FR,True,0.405160577712786,0.24827396893930334,0.08599685872504872,0.12663846947890203,0.7249291908969075,-0.5776364205016018,6
38,-1.4607120638745386,CA,True,-0.405160577712786,-1.2986043422090043,-0.8914931047104405,-0.62302195431175,-0.02843967467535279,-0.5776364205016018,3
