product_id,category,price_usd,cost_usd,margin_usd,n_views,n_cart,n_purchases,popularidad,rating_promedio,n_ratings,category_encoded
1.0,Electronics,3.764425988093252,3.473210297893496,3.9437376336984897,-1.9348283317704547,-1.6748903970621993,0.0,-1.652434905326822,1.2889835068550513,1.0,2
2.0,Electronics,3.1613251691014317,2.342341626070748,4.335453507861582,-1.8394004967170796,-1.6748903970621993,0.0,-1.652434905326822,-3.82221271008706,0.0,2
3.0,Electronics,3.5826180488961334,2.929115489174847,4.423876447865084,-1.7366320589672912,-1.587177292799428,0.0,-1.5825112789308446,1.2889835068550513,1.0,2
4.0,Electronics,1.2406810224659433,0.9588079015104699,1.6310165133524643,-0.6869258733801654,-1.2801814278797286,0.0,-1.2328931469509585,0.77786388516084,2.0,2
5.0,Electronics,-0.47015258284321576,-0.4416459215339806,-0.47853434026795866,0.8472600901702492,0.1963224938769213,0.0,-0.18403875101130018,0.8508809739742985,14.0,2
6.0,Electronics,1.9979215379540787,1.8253947365617786,2.1251050025323335,-1.4650297591999928,-1.5140830392471187,0.0,-1.4776258393368789,-0.24437535822758216,2.0,2
7.0,Electronics,1.9005393544301052,1.3877450250234082,2.6428179413314585,-1.2594928837004158,-1.5433207406680425,0.0,-1.3377785865449243,0.9482370923922441,3.0,2
8.0,Electronics,1.8243889946100706,1.886382852739803,1.5493434160973223,-1.2227898702183484,-1.5433207406680425,0.0,-1.5825112789308446,0.26674426346662894,1.0,2
9.0,Electronics,-0.26075999080239676,-0.22787184143171255,-0.2958385965457121,0.5536359823137105,0.38636755311292575,0.0,0.8648156449283582,-0.17135826941412324,14.0,2
10.0,Electronics,-0.2875087450750761,-0.20943651024746499,-0.4006861539035531,0.5683171877065375,0.43022410524431137,0.0,0.30542663376054036,0.12071008583971156,21.0,2
11.0,Electronics,2.197617706571051,2.1567256203115432,2.0722312343368556,-1.3622613214502044,-1.4848453378261948,0.0,-1.4077022129409016,-3.82221271008706,0.0,2
12.0,Electronics,2.9514310379179998,2.840474376220451,2.882887348414755,-1.7366320589672912,-1.5579395913785044,0.0,-1.547549465732856,-1.7777342233102156,1.0,2
13.0,Electronics,0.6765330768837126,0.8925164708821824,0.23064913782627924,-0.6061792437196173,-0.9439478615391054,0.0,-0.9881604545650382,0.9482370923922441,3.0,2
14.0,Electronics,-0.36173653818176177,-0.40894214909069204,-0.24498978117474196,0.9573691306164512,0.6933634180326252,0.0,0.8648156449283582,0.26674426346662894,19.0,2
15.0,Electronics,2.723732267171816,2.3204970213113314,3.1965300414551634,-1.531095183467714,-1.6456526956412756,0.0,-1.547549465732856,1.2889835068550513,1.0,2
16.0,Electronics,1.6873852188196905,1.2526367759333747,2.3098256990790875,-0.8777815434869155,-1.5725584420889662,0.0,-1.6174730921288332,-3.82221271008706,0.0,2
17.0,Electronics,3.6948792269842854,3.4653815956097747,3.7704916698239455,-1.8173786886278394,-1.6310338449308137,0.0,-1.6873967185248104,-3.82221271008706,0.0,2
18.0,Electronics,2.891162750947369,2.9717945435602973,2.48667157908609,-1.4943921699856468,-1.6310338449308137,0.0,-1.652434905326822,0.26674426346662894,1.0,2
19.0,Electronics,0.8687897482185963,0.7301340331907962,1.0374803410134419,-0.45936718979134794,-1.0170421150914146,0.0,-1.1280077073569927,-0.7554949799217933,3.0,2
20.0,Electronics,-0.4241781614370479,-0.51879651984614,-0.2173154259064707,1.0234345548841723,0.43022410524431137,0.0,0.025732128176631466,0.41277844109354683,7.0,2
21.0,Electronics,2.569341801104194,1.8228693487283203,3.667669065290612,-1.7733350724493584,-1.5579395913785044,0.0,-1.5125876525348674,-0.4147485654589857,3.0,2
22.0,Electronics,2.3315286576486534,3.038464782363603,0.861534440039554,-1.4063049376286851,-1.60179614350989,0.0,-1.6174730921288332,1.2889835068550513,1.0,2
23.0,Electronics,0.6042278504903759,0.5143396428217615,0.7098879729597585,-0.5180920113626557,-0.7246651008821772,0.0,-0.7084659489811294,0.4711921121443136,5.0,2
24.0,Electronics,-0.6442702551869387,-0.6345855520102153,-0.6034064311125976,1.3904646897048458,1.073453536504634,0.0,1.2493955901062328,0.4281504597911167,19.0,2
25.0,Electronics,1.6005353572905845,1.243292840949578,2.0927057573402106,-0.9365063650582233,-1.4848453378261948,0.0,-1.44266402613889,1.2889835068550513,1.0,2
26.0,Electronics,2.7662795044367967,2.546014154839182,2.909211735133355,-1.6191824158246757,-1.6456526956412756,0.0,-1.652434905326822,-3.82221271008706,0.0,2
27.0,Electronics,-0.3678385977502167,-0.37156640915550515,-0.328012846979556,0.8986443090451435,0.7810765222953965,0.0,0.6900065789384151,-0.0740021509961786,9.0,2
28.0,Electronics,3.4572332632429483,4.044074217646806,2.0996805948468484,-1.6045012104318488,-1.4994641885366566,0.0,-1.547549465732856,-3.82221271008706,0.0,2
29.0,Electronics,2.613978784796728,3.3680278946299467,1.0345554091558198,-1.6779072373959834,-1.6456526956412756,0.0,-1.5825112789308446,-1.7777342233102156,1.0,2
30.0,Electronics,3.811487077641747,2.985052829685954,4.940239418114537,-1.6925884427888103,-1.5287018899575806,0.0,-1.5825112789308446,-3.82221271008706,0.0,2
31.0,Electronics,0.35345827918400574,0.18742818778054943,0.617415127307242,-0.2831927250774247,-0.40305038525201575,0.0,-0.35884781700124324,0.26674426346662894,6.0,2
32.0,Electronics,0.5001584783982324,0.1576286113457383,1.0653796910399917,-0.5034108059698287,-0.6954273994612533,0.0,-0.7783895753771065,0.26674426346662894,1.0,2
33.0,Electronics,2.1537330315924366,1.8594874723134691,2.4837466472284673,-1.2668334863968294,-1.4848453378261948,0.0,-1.652434905326822,-3.82221271008706,0.0,2
34.0,Electronics,1.4239935790909,1.8103686789527003,0.6070653684264252,-0.7896943111299539,-1.3240379800111142,0.0,-1.1979313337529698,0.77786388516084,2.0,2
35.0,Electronics,1.1448870462269096,1.0252256015304302,1.2548252775105972,-0.8777815434869155,-1.3825133828529617,0.0,-1.3377785865449243,0.77786388516084,2.0,2
36.0,Electronics,-0.45518999842193564,-0.5501113289810261,-0.24498978117474196,0.9353473225272108,0.9272650294000153,0.0,1.0745865241162897,0.35563463245692695,23.0,2
37.0,Electronics,0.021522956631473914,-0.048948113431172786,0.1451511296804002,0.23799006636793144,-0.05219796820093066,0.0,0.025732128176631466,0.17381342315859066,11.0,2
38.0,Electronics,-0.7506801432779417,-0.7727242665003992,-0.6436804928444722,1.3023774573478841,1.3073551478720242,0.0,1.0396247109183012,0.26674426346662894,20.0,2
39.0,Electronics,2.1724571595833124,1.5190651923632539,3.1407313414020637,-1.545776388860541,-1.5725584420889662,0.0,-1.547549465732856,-3.82221271008706,0.0,2
40.0,Electronics,-0.04401149133659083,-0.1466806225860194,0.14290118209761388,0.5316141742244701,0.1232282403246119,0.0,-0.009229685021357145,0.26674426346662894,8.0,2
41.0,Electronics,1.5074162564788187,1.046817667506501,2.1921534404993652,-0.9805499812367041,-1.5287018899575806,0.0,-1.44266402613889,-3.82221271008706,0.0,2
42.0,Electronics,1.5371742456071746,1.2969573324105725,1.8265369582965927,-1.2521522810040024,-1.5287018899575806,0.0,-1.4776258393368789,-0.7554949799217933,3.0,2
43.0,Electronics,2.820111372410564,3.189609244196099,1.9073100765186204,-1.4943921699856468,-1.5579395913785044,0.0,-1.4776258393368789,-3.82221271008706,0.0,2
44.0,Electronics,1.7083662729523235,1.3194332841283538,2.247277156277629,-1.3035364998788965,-1.4994641885366566,0.0,-1.44266402613889,0.77786388516084,2.0,2
45.0,Electronics,-0.05328996547492652,-0.029628896505214705,-0.09064337699560265,-0.033612233399366837,-0.2860995795683207,0.0,0.06069394137462007,0.26674426346662894,11.0,2
